Company,Ticker,Exchange,Country,Search
"AT&T Inc. Depositary Shares, each representing a 1/1,000th interest in a share of 5.000% Perpetual Preferred Stock, Series A",T$A,NYSE,USA,"at&t inc. depositary shares, each representing a 1/1,000th interest in a share of 5.000% perpetual preferred stock, series a t$a"
"ATA Creativity Global - American Depositary Shares, each representing two common shares",AACG,NASDAQ,USA,"ata creativity global - american depositary shares, each representing two common shares aacg"
ATAC Credit Rotation ETF,JOJO,NYSE Arca,USA,atac credit rotation etf jojo
ATI Inc. Common Stock,ATI,NYSE,USA,ati inc. common stock ati
ATIF Holdings Limited - Ordinary Shares,AUC,NASDAQ,USA,atif holdings limited - ordinary shares auc
ATLANTAA LIMITED,ATLANTAA.NS,NSE,India,atlantaa limited atlantaa.ns
"ATN International, Inc. - Common Stock",ATNI,NASDAQ,USA,"atn international, inc. - common stock atni"
ATRenew Inc. American Depositary Shares (every three of which representing two Class A ordinary shares),RERE,NYSE,USA,atrenew inc. american depositary shares (every three of which representing two class a ordinary shares) rere
ATS Corporation Common Shares,ATS,NYSE,USA,ats corporation common shares ats
AU Small Finance Bank Limited,AUBANK.NS,NSE,India,au small finance bank limited aubank.ns
AVG Logistics Limited,AVG.NS,NSE,India,avg logistics limited avg.ns
AVRO INDIA LIMITED,AVROIND.NS,NSE,India,avro india limited avroind.ns
AVT Natural Products Limited,AVTNPL.NS,NSE,India,avt natural products limited avtnpl.ns
AWL Agri Business Limited,AWL.NS,NSE,India,awl agri business limited awl.ns
AXIA Energia American Depositary Shares (Each representing one Common Share),AXIA,NYSE,USA,axia energia american depositary shares (each representing one common share) axia
"AXIA Energia American Depositary Shares, each representing one Preferred Class C Share",AXIA$C,NYSE,USA,"axia energia american depositary shares, each representing one preferred class c share axia$c"
"AXIL Brands, Inc. Common Stock",AXIL,NYSE American,USA,"axil brands, inc. common stock axil"
AXISCADES Technologies Limited,AXISCADES.NS,NSE,India,axiscades technologies limited axiscades.ns
AXS Esoterica NextG Economy ETF,WUGI,BATS,USA,axs esoterica nextg economy etf wugi
AXS Green Alpha ETF,NXTE,NYSE Arca,USA,axs green alpha etf nxte
AXS Knowledge Leaders ETF,KNO,NYSE Arca,USA,axs knowledge leaders etf kno
AXT Inc - Common Stock,AXTI,NASDAQ,USA,axt inc - common stock axti
AYM Syntex Limited,AYMSYNTEX.NS,NSE,India,aym syntex limited aymsyntex.ns
AZZ Inc.,AZZ,NYSE,USA,azz inc. azz
Aadhar Housing Finance Limited,AADHARHFC.NS,NSE,India,aadhar housing finance limited aadharhfc.ns
Aakash Exploration Services Limited,AAKASH.NS,NSE,India,aakash exploration services limited aakash.ns
"Aardvark Therapeutics, Inc. - Common Stock",AARD,NASDAQ,USA,"aardvark therapeutics, inc. - common stock aard"
Aarey Drugs & Pharmaceuticals Limited,AAREYDRUGS.NS,NSE,India,aarey drugs & pharmaceuticals limited aareydrugs.ns
Aarnav Fashions Limited,AARNAV.NS,NSE,India,aarnav fashions limited aarnav.ns
Aaron Industries Limited,AARON.NS,NSE,India,aaron industries limited aaron.ns
Aartech Solonics Limited,AARTECH.NS,NSE,India,aartech solonics limited aartech.ns
Aarti Drugs Limited,AARTIDRUGS.NS,NSE,India,aarti drugs limited aartidrugs.ns
Aarti Industries Limited,AARTIIND.NS,NSE,India,aarti industries limited aartiind.ns
Aarti Pharmalabs Limited,AARTIPHARM.NS,NSE,India,aarti pharmalabs limited aartipharm.ns
Aarti Surfactants Limited,AARTISURF.NS,NSE,India,aarti surfactants limited aartisurf.ns
Aarvi Encon Limited,AARVI.NS,NSE,India,aarvi encon limited aarvi.ns
Aavas Financiers Limited,AAVAS.NS,NSE,India,aavas financiers limited aavas.ns
AbCellera Biologics Inc. - Common Shares,ABCL,NASDAQ,USA,abcellera biologics inc. - common shares abcl
Abacus FCF Innovation Leaders ETF,ABOT,BATS,USA,abacus fcf innovation leaders etf abot
Abacus FCF International Leaders ETF,ABLG,BATS,USA,abacus fcf international leaders etf ablg
Abacus FCF Leaders ETF,ABFL,BATS,USA,abacus fcf leaders etf abfl
Abacus FCF Real Assets Leaders ETF,ABLD,BATS,USA,abacus fcf real assets leaders etf abld
Abacus FCF Small Cap Leaders ETF,ABLS,BATS,USA,abacus fcf small cap leaders etf abls
Abacus Flexible Bond Leaders ETF,ABXB,BATS,USA,abacus flexible bond leaders etf abxb
"Abacus Global Management, Inc. 9.875% Fixed Rate Senior Notes due 2028",ABXL,NYSE,USA,"abacus global management, inc. 9.875% fixed rate senior notes due 2028 abxl"
"Abacus Global Management, Inc. Class A Common Stock",ABX,NYSE,USA,"abacus global management, inc. class a common stock abx"
Abans Enterprises Limited,ABANSENT.NS,NSE,India,abans enterprises limited abansent.ns
Abans Financial Services Limited,AFSL.NS,NSE,India,abans financial services limited afsl.ns
AbbVie Inc. Common Stock,ABBV,NYSE,USA,abbvie inc. common stock abbv
Abbott India Limited,ABBOTINDIA.NS,NSE,India,abbott india limited abbotindia.ns
Abbott Laboratories Common Stock,ABT,NYSE,USA,abbott laboratories common stock abt
Abeona Therapeutics Inc. - Common Stock,ABEO,NASDAQ,USA,abeona therapeutics inc. - common stock abeo
Abercrombie & Fitch Company Common Stock,ANF,NYSE,USA,abercrombie & fitch company common stock anf
"Aberdeen India Fund, Inc. Common Stock",IFN,NYSE,USA,"aberdeen india fund, inc. common stock ifn"
Aberdeen Multi-Market Income Fund Common Shares of Beneficial Interest,MMT,NYSE,USA,aberdeen multi-market income fund common shares of beneficial interest mmt
Aberdeen Municipal Income Fund Common Shares of Beneficial Interest,MFM,NYSE,USA,aberdeen municipal income fund common shares of beneficial interest mfm
Abits Group Inc - Ordinary Shares,ABTS,NASDAQ,USA,abits group inc - ordinary shares abts
Abivax SA - American Depositary Shares,ABVX,NASDAQ,USA,abivax sa - american depositary shares abvx
Able View Global Inc. - Class B Ordinary Shares,ABLV,NASDAQ,USA,able view global inc. - class b ordinary shares ablv
Able View Global Inc. - Warrant,ABLVW,NASDAQ,USA,able view global inc. - warrant ablvw
Abony Acquisition Corp. I - Class A Ordinary Share,AACO,NASDAQ,USA,abony acquisition corp. i - class a ordinary share aaco
Abony Acquisition Corp. I - Units,AACOU,NASDAQ,USA,abony acquisition corp. i - units aacou
Abony Acquisition Corp. I - Warrants,AACOW,NASDAQ,USA,abony acquisition corp. i - warrants aacow
Absci Corporation - Common Stock,ABSI,NASDAQ,USA,absci corporation - common stock absi
Absolute Select Value ETF,ABEQ,NYSE Arca,USA,absolute select value etf abeq
Abundia Global Impact Group Inc. Common stock,AGIG,NYSE American,USA,abundia global impact group inc. common stock agig
Acacia Research Corporation - Common Stock,ACTG,NASDAQ,USA,acacia research corporation - common stock actg
"Academy Sports and Outdoors, Inc. - Common Stock",ASO,NASDAQ,USA,"academy sports and outdoors, inc. - common stock aso"
Academy Veteran Bond ETF,VETZ,NYSE Arca,USA,academy veteran bond etf vetz
"Acadia Healthcare Company, Inc. - Common Stock",ACHC,NASDAQ,USA,"acadia healthcare company, inc. - common stock achc"
Acadia Realty Trust Common Stock,AKR,NYSE,USA,acadia realty trust common stock akr
Acadian Asset Management Inc. Common Stock,AAMI,NYSE,USA,acadian asset management inc. common stock aami
"Accel Entertainment, Inc.",ACEL,NYSE,USA,"accel entertainment, inc. acel"
Accelerant Holdings Class A Common Shares,ARX,NYSE,USA,accelerant holdings class a common shares arx
Accelya Solutions India Limited,ACCELYA.NS,NSE,India,accelya solutions india limited accelya.ns
"Accendra Health, Inc. Common Stock",ACH,NYSE,USA,"accendra health, inc. common stock ach"
Accenture plc Class A Ordinary Shares (Ireland),ACN,NYSE,USA,accenture plc class a ordinary shares (ireland) acn
Acco Brands Corporation Common Stock,ACCO,NYSE,USA,acco brands corporation common stock acco
Acco Group Holdings Limited - Class A Ordinary Shares,ACCL,NASDAQ,USA,acco group holdings limited - class a ordinary shares accl
Accuracy Shipping Limited,ACCURACY.NS,NSE,India,accuracy shipping limited accuracy.ns
Accuray Incorporated - Common Stock,ARAY,NASDAQ,USA,accuray incorporated - common stock aray
Ace Integrated Solutions Limited,ACEINTEG.NS,NSE,India,ace integrated solutions limited aceinteg.ns
"Achieve Life Sciences, Inc.  - Common Shares",ACHV,NASDAQ,USA,"achieve life sciences, inc.  - common shares achv"
"Aclarion, Inc. - Common Stock",ACON,NASDAQ,USA,"aclarion, inc. - common stock acon"
"Aclarion, Inc. - Warrant",ACONW,NASDAQ,USA,"aclarion, inc. - warrant aconw"
"Aclaris Therapeutics, Inc. - Common Stock",ACRS,NASDAQ,USA,"aclaris therapeutics, inc. - common stock acrs"
Acme Solar Holdings Limited,ACMESOLAR.NS,NSE,India,acme solar holdings limited acmesolar.ns
Acme United Corporation. Common Stock,ACU,NYSE American,USA,acme united corporation. common stock acu
"Acorn Energy, Inc. - Common Stock",ACFN,NASDAQ,USA,"acorn energy, inc. - common stock acfn"
Acquirers Small and Micro Deep Value ETF,DEEP,NYSE Arca,USA,acquirers small and micro deep value etf deep
"Acrivon Therapeutics, Inc. - Common Stock",ACRV,NASDAQ,USA,"acrivon therapeutics, inc. - common stock acrv"
"Actinium Pharmaceuticals, Inc. (Delaware) Common Stock",ATNM,NYSE American,USA,"actinium pharmaceuticals, inc. (delaware) common stock atnm"
Action Construction Equipment Limited,ACE.NS,NSE,India,action construction equipment limited ace.ns
Activate Energy Acquisition Corp. - Class A Ordinary Share,AEAQ,NASDAQ,USA,activate energy acquisition corp. - class a ordinary share aeaq
Activate Energy Acquisition Corp. - Unit,AEAQU,NASDAQ,USA,activate energy acquisition corp. - unit aeaqu
Activate Energy Acquisition Corp. - Warrant,AEAQW,NASDAQ,USA,activate energy acquisition corp. - warrant aeaqw
ActivePassive Core Bond ETF,APCB,NYSE Arca,USA,activepassive core bond etf apcb
ActivePassive Intermediate Municipal Bond ETF,APMU,NYSE Arca,USA,activepassive intermediate municipal bond etf apmu
ActivePassive International Equity ETF,APIE,NYSE Arca,USA,activepassive international equity etf apie
ActivePassive U.S. Equity ETF,APUE,NYSE Arca,USA,activepassive u.s. equity etf apue
"Actuate Therapeutics, Inc. - Common stock",ACTU,NASDAQ,USA,"actuate therapeutics, inc. - common stock actu"
Acuitas Small Cap Active ETF,AIMS,NASDAQ,USA,acuitas small cap active etf aims
Acuity Inc. Common Stock,AYI,NYSE,USA,acuity inc. common stock ayi
"Acumen Pharmaceuticals, Inc. - Common Stock",ABOS,NASDAQ,USA,"acumen pharmaceuticals, inc. - common stock abos"
"Acurx Pharmaceuticals, Inc. - Common Stock",ACXP,NASDAQ,USA,"acurx pharmaceuticals, inc. - common stock acxp"
Acushnet Holdings Corp. Common Stock,GOLF,NYSE,USA,acushnet holdings corp. common stock golf
Acutaas Chemicals Limited,ACUTAAS.NS,NSE,India,acutaas chemicals limited acutaas.ns
"Adagene Inc. - ADS, each representing 1.25 ordinary shares",ADAG,NASDAQ,USA,"adagene inc. - ads, each representing 1.25 ordinary shares adag"
"Adagio Medical Holdings, Inc - Common Stock",ADGM,NASDAQ,USA,"adagio medical holdings, inc - common stock adgm"
"Adamas Trust, Inc. - 6.875% Series F Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock, $0.01 par value per share",ADAML,NASDAQ,USA,"adamas trust, inc. - 6.875% series f fixed-to-floating rate cumulative redeemable preferred stock, $0.01 par value per share adaml"
"Adamas Trust, Inc. - 7.000% Series G Cumulative Redeemable Preferred Stock, $0.01 par value per share",ADAMZ,NASDAQ,USA,"adamas trust, inc. - 7.000% series g cumulative redeemable preferred stock, $0.01 par value per share adamz"
"Adamas Trust, Inc. - 7.875% Series E Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock",ADAMM,NASDAQ,USA,"adamas trust, inc. - 7.875% series e fixed-to-floating rate cumulative redeemable preferred stock adamm"
"Adamas Trust, Inc. - 8.00% Series D Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock",ADAMN,NASDAQ,USA,"adamas trust, inc. - 8.00% series d fixed-to-floating rate cumulative redeemable preferred stock adamn"
"Adamas Trust, Inc. - 9.125% Senior Notes Due 2029",ADAMI,NASDAQ,USA,"adamas trust, inc. - 9.125% senior notes due 2029 adami"
"Adamas Trust, Inc. - 9.125% Senior Notes Due 2030",ADAMG,NASDAQ,USA,"adamas trust, inc. - 9.125% senior notes due 2030 adamg"
"Adamas Trust, Inc. - 9.250% Senior Notes Due 2031",ADAMO,NASDAQ,USA,"adamas trust, inc. - 9.250% senior notes due 2031 adamo"
"Adamas Trust, Inc. - 9.875% Senior Notes Due 2030",ADAMH,NASDAQ,USA,"adamas trust, inc. - 9.875% senior notes due 2030 adamh"
"Adamas Trust, Inc. - Common Stock",ADAM,NASDAQ,USA,"adamas trust, inc. - common stock adam"
Adams Diversified Equity Fund Inc.,ADX,NYSE,USA,adams diversified equity fund inc. adx
"Adams Natural Resources Fund, Inc. Common Stock",PEO,NYSE,USA,"adams natural resources fund, inc. common stock peo"
Adani Energy Solutions Limited,ADANIENSOL.NS,NSE,India,adani energy solutions limited adaniensol.ns
Adani Enterprises Limited,ADANIENT.NS,NSE,India,adani enterprises limited adanient.ns
Adani Green Energy Limited,ADANIGREEN.NS,NSE,India,adani green energy limited adanigreen.ns
Adani Ports and Special Economic Zone Limited,ADANIPORTS.NS,NSE,India,adani ports and special economic zone limited adaniports.ns
Adani Power Limited,ADANIPOWER.NS,NSE,India,adani power limited adanipower.ns
Adani Total Gas Limited,ATGL.NS,NSE,India,adani total gas limited atgl.ns
AdaptHealth Corp.  - Common Stock,AHCO,NASDAQ,USA,adapthealth corp.  - common stock ahco
Adaptiv Select ETF,ADPV,NYSE Arca,USA,adaptiv select etf adpv
Adaptive Alpha Opportunities ETF,AGOX,NYSE Arca,USA,adaptive alpha opportunities etf agox
Adaptive Biotechnologies Corporation - Common Stock,ADPT,NASDAQ,USA,adaptive biotechnologies corporation - common stock adpt
Adaptive Core ETF,RULE,BATS,USA,adaptive core etf rule
Adaptive Hedged Multi-Asset Income ETF,AMAX,NYSE Arca,USA,adaptive hedged multi-asset income etf amax
Adasina Social Justice All Cap Global ETF,JSTC,NYSE Arca,USA,adasina social justice all cap global etf jstc
Addentax Group Corp. - Common Stock,ATXG,NASDAQ,USA,addentax group corp. - common stock atxg
Addex Therapeutics Ltd - American Depositary Shares,ADXN,NASDAQ,USA,addex therapeutics ltd - american depositary shares adxn
Addus HomeCare Corporation - Common Stock,ADUS,NASDAQ,USA,addus homecare corporation - common stock adus
Adecoagro S.A. Common Shares,AGRO,NYSE,USA,adecoagro s.a. common shares agro
Adeia Inc.  - Common Stock,ADEA,NASDAQ,USA,adeia inc.  - common stock adea
"Adial Pharmaceuticals, Inc - Common Stock",ADIL,NASDAQ,USA,"adial pharmaceuticals, inc - common stock adil"
"Adicet Bio, Inc. - Common Stock",ACET,NASDAQ,USA,"adicet bio, inc. - common stock acet"
Adient plc Ordinary Shares,ADNT,NYSE,USA,adient plc ordinary shares adnt
Aditya Birla Capital Limited,ABCAPITAL.NS,NSE,India,aditya birla capital limited abcapital.ns
Aditya Birla Fashion and Retail Limited,ABFRL.NS,NSE,India,aditya birla fashion and retail limited abfrl.ns
Aditya Birla Lifestyle Brands Limited,ABLBL.NS,NSE,India,aditya birla lifestyle brands limited ablbl.ns
Aditya Birla Money Limited,BIRLAMONEY.NS,NSE,India,aditya birla money limited birlamoney.ns
Aditya Birla Real Estate Limited,ABREL.NS,NSE,India,aditya birla real estate limited abrel.ns
Aditya Birla Sun Life AMC Limited,ABSLAMC.NS,NSE,India,aditya birla sun life amc limited abslamc.ns
Aditya Infotech Limited,CPPLUS.NS,NSE,India,aditya infotech limited cpplus.ns
Aditya Vision Limited,AVL.NS,NSE,India,aditya vision limited avl.ns
Adlai Nortye Ltd. - American Depositary Shares,ANL,NASDAQ,USA,adlai nortye ltd. - american depositary shares anl
Adobe Inc. - Common Stock,ADBE,NASDAQ,USA,adobe inc. - common stock adbe
Ador Welding Limited,ADOR.NS,NSE,India,ador welding limited ador.ns
Adroit Infotech Limited,ADROITINFO.NS,NSE,India,adroit infotech limited adroitinfo.ns
Aduro Clean Technologies Inc. - Common Stock,ADUR,NASDAQ,USA,aduro clean technologies inc. - common stock adur
Advait Energy Transitions Limited,ADVAIT.NS,NSE,India,advait energy transitions limited advait.ns
AdvanSix Inc. Common Stock,ASIX,NYSE,USA,advansix inc. common stock asix
Advance Agrolife Limited,ADVANCE.NS,NSE,India,advance agrolife limited advance.ns
Advance Auto Parts Inc.,AAP,NYSE,USA,advance auto parts inc. aap
Advanced Biomed Inc. - Common Stock,ADVB,NASDAQ,USA,advanced biomed inc. - common stock advb
"Advanced Drainage Systems, Inc. Common Stock",WMS,NYSE,USA,"advanced drainage systems, inc. common stock wms"
"Advanced Energy Industries, Inc. - Common Stock",AEIS,NASDAQ,USA,"advanced energy industries, inc. - common stock aeis"
Advanced Enzyme Technologies Limited,ADVENZYMES.NS,NSE,India,advanced enzyme technologies limited advenzymes.ns
Advanced Flower Capital Inc. - Common Stock,AFCG,NASDAQ,USA,advanced flower capital inc. - common stock afcg
"Advanced Micro Devices, Inc. - Common Stock",AMD,NASDAQ,USA,"advanced micro devices, inc. - common stock amd"
Advani Hotels & Resorts (India) Limited,ADVANIHOTR.NS,NSE,India,advani hotels & resorts (india) limited advanihotr.ns
Advantage Solutions Inc.  - Class A Common Stock,ADV,NASDAQ,USA,advantage solutions inc.  - class a common stock adv
Advent Convertible Bond ETF,ACVT,NYSE Arca,USA,advent convertible bond etf acvt
Advent Convertible and Income Fund,AVK,NYSE,USA,advent convertible and income fund avk
Advent Hotels International Limited,ADVENTHTL.NS,NSE,India,advent hotels international limited adventhtl.ns
AdvisorShares Dorsey Wright ADR ETF,AADR,NASDAQ,USA,advisorshares dorsey wright adr etf aadr
AdvisorShares Dorsey Wright FSM All Cap World ETF,DWAW,NASDAQ,USA,advisorshares dorsey wright fsm all cap world etf dwaw
AdvisorShares Dorsey Wright FSM US Core ETF,DWUS,NASDAQ,USA,advisorshares dorsey wright fsm us core etf dwus
AdvisorShares Dorsey Wright Short ETF,DWSH,NASDAQ,USA,advisorshares dorsey wright short etf dwsh
AdvisorShares Focused Equity ETF,CWS,NYSE Arca,USA,advisorshares focused equity etf cws
AdvisorShares Gerber Kawasaki ETF,GK,NYSE Arca,USA,advisorshares gerber kawasaki etf gk
AdvisorShares HVAC and Industrials ETF,HVAC,NYSE Arca,USA,advisorshares hvac and industrials etf hvac
AdvisorShares Hotel ETF,BEDZ,NYSE Arca,USA,advisorshares hotel etf bedz
AdvisorShares Insider Advantage ETF,SURE,NYSE Arca,USA,advisorshares insider advantage etf sure
AdvisorShares MSOS Daily Leveraged ETF,MSOX,NYSE Arca,USA,advisorshares msos daily leveraged etf msox
AdvisorShares Psychedelics ETF,PSIL,NYSE Arca,USA,advisorshares psychedelics etf psil
AdvisorShares Pure Cannabis ETF,YOLO,NYSE Arca,USA,advisorshares pure cannabis etf yolo
